id,route,gold,correct,missing,first_tool,tool_ok,n_calls,n_errors,turns,retrieved,recall3,recovered,verifier,in_tok,out_tok,latency_s,stop_reason,failure,answer
s1,docs,gaps-uav-restoration,0,median,search_docs,1,1,0,2,gaps-uav-restoration,1,0,0,5495,326,13.79,end_turn,생성 실패,"잡음 종류에 따른 필터의 성능을 보면 다음과 같습니다:  - **임펄스 노이즈(p=0.05, p=0.1)**: 중앙값 필터가 가장 좋은 성능을 보였습니다. 임펄스 노이즈는 특정 픽셀의 값이 0이나 255로 설정되는 경우를 처리하기 위해 중앙값 필터가 특별히 설계되었기 때문입니다. - **가우시안 노이즈(std=10, std=30, std=50)**: 양방향 필터(Bilateral)가 가장 높은 PSNR 값을 제공했습니다. 특히, 가우시안 노이즈는 주변 픽셀의 강도와 색상 정보를 고려하여 더 자연스러운 복원을 가능하게 합니다.  이러한 결과는 각 필터의 특징과 노이즈의 특성이 서로 잘 맞아떨어졌음을 시사합니다. 예를 들어, 임펄스 노이즈는 중앙값 필터가 효과적이며, 가우시안 노이즈는 양방향 필터가 효과적이라는 것을 알 수 있습니다.  근거: `gaps-uav-restoration` 리포지토리의 `1. Denoising (PSNR, dB — higher is better)` 섹션"
s2,docs,tre-deepfake-detection,1,,query_db,0,1,0,2,,0,0,0,4822,230,9.71,end_turn,,"조건 C에 대한 딥페이크 탐지 성능을 보면, 생성기에 따라 성능이 다르게 나타납니다:  - SD 계열 생성기 (sdv4, sdv5, wukong)에서는 정확도가 0.788로 높게 나왔습니다. - 비SD 생성기 (adm, biggan, glide, midjourney, vqdm)에서는 정확도가 0.495로 낮게 나왔습니다.  즉, 조건 C에서는 SD 계열 생성기를 탐지하는 데 더 효과적이지만, 비SD 생성기는 잘 탐지하지 못하는 것으로 보입니다.  fallback_rows에서 가져온 정보입니다."
s3,docs,rasr-region-adaptive-sr,0,128|512,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,0,0,0,5040,173,7.42,end_turn,검색 실패,"검색 결과에서 직접적인 답변을 찾지 못했습니다. 다시 확인해 보니, 초해상도 프로젝트에 대한 정보는 주어진 문서들에 포함되어 있지 않아서 해당 정보를 제공하지 못합니다. 다른 문서나 정보를 참고해야 할 것으로 보입니다.   근거: vanilla-rnn-fpga-quantization, 개요"
s4,docs,vanilla-rnn-fpga-quantization,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,1,0,0,4135,345,14.17,end_turn,,"Q1.15에서 정확도가 떨어진 원인은 두 가지로 분리될 수 있다:  1. **가중치 클리핑**: 가중치 값이 클리핑되어 정밀도가 저하되는 현상. 2. **tanh 직전 누산값의 포화**: Q1.15에서는 누산값 `z`가 ±1.0으로 잘리는데, 이로 인해 은닉 유닛의 활성값이 ±0.76을 넘지 못하게 되어 활성화 범위가 제한됨. 이 포화는 전체 은닉 활성값의 55.4%에서 발생한다.  이 두 요인은 서로 독립적이며, 각각이 정확도에 부정적인 영향을 미친다. 특히, 누산값의 포화는 왜곡된 가중치의 영향을 일괄 압축하여 우연히 완충 역할을 했으나, 이를 제거하면 잘린 값이 더 크게 전파되어 정확도가 더욱 저하된다.  근거:  - 레포 vanillar-rnn-fpga-quantization, 문단 ""2. 오차 원인 분리"" - 레포 vanillar-rnn-fpga-quantization, 문단 ""표 크기 대 예측 정확도"""
s5,docs,vanilla-rnn-fpga-quantization,0,66,query_db,0,2,0,2,,0,0,0,1862,187,7.46,end_turn,도구 선택 실패,"FPGA에서 tanh 함수는 효율적인 하드웨어 자원 사용과 속도를 위해 룩업 테이블(LUT) 방식으로 구현했습니다.  최종 표는 63개의 엔트리로 구성되어 있습니다. 근거: metrics 테이블의 엔트리 수, SQL 결과 행"
s6,docs,depth16-rgb-mapping,0,6/6/4,,0,0,0,0,,0,0,0,0,0,0.0,harness_error,도구 미사용,"HARNESS_ERROR: RuntimeError: 400 {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 2048 output tokens and your prompt contains at least 6145 input tokens, for a total of at least 8193 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6145)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}"
s7,docs,robust-image-classification,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,0,0,0,5040,215,9.16,end_turn,,"salt-and-pepper 노이즈 비율이 0.5일 때 모든 복구 방법이 비슷해지는 이유는 노이즈 비율이 높아지면서 이미지의 정보가 거의 파괴되기 때문입니다. 이 경우, 복구 방법들은 모두 4개 클래스의 무작위 추측 수준(0.24-0.25)에 도달하게 됩니다. 이는 노이즈 비율이 높아지면 이미지의 중요한 특징이 대부분 손상되거나 사라져서 어떤 복구 방법을 사용하든 원래 이미지의 정보를 정확히 복원하는 것이 불가능해지기 때문입니다.  근거: robost-image-classification/Results"
s8,docs,agv-grid-localization,0,170,search_docs,1,1,0,2,agv-grid-localization|digital-modulation-ber,1,0,0,3129,284,11.53,end_turn,생성 실패,"작업대를 찾는 방법은 다음과 같습니다:  1. 이미지의 경계를 마스킹하고 그레이스케일 이미지를 임계값으로 처리합니다. 2. 가장 큰 밝은 윤곽을 작업대로 취급하고, 그 네 꼭짓점을 정렬합니다. 3. 시점 보정된 8x8 격자를 그립니다.  (`src/preprocessing.py`, `src/plate_detection.py`, `src/grid.py`) 파일에서 이러한 과정을 볼 수 있습니다.  그러나 이 방법에는 몇 가지 한계가 있습니다:  - 이 방법은 특정 환경에서 잘 작동하지만, 다른 조건에서는 성능이 저하될 수 있습니다. - 이미지의 명암이나 배경이 복잡하면 작업대를 정확하게 인식하는 데 어려움이 있을 수 있습니다. - 시점 보정 격자가 정확하게 적용되지 않을 경우, 객체의 위치를 정확히 추정하기 어렵습니다.  이 정보는 `agv-grid-localization` 리포지토리의 ""Pipeline"" 섹션에서 확인할 수 있습니다."
s9,docs,yopar-edge-service,1,,search_docs,1,1,0,2,yopar-edge-service|agv-grid-localization|yopar-attribute-recognition,1,0,0,3352,193,7.92,end_turn,,"TensorRT 엔진 캐시를 git에 커밋하지 않는 이유는 각 기기에 맞게 GPU에 컴파일된 엔진이기 때문에, 다른 기기에서는 사용할 수 없다는 점 때문입니다. 따라서 각 기기에서 `prepare.py` 스크립트를 통해 자체적으로 엔진을 빌드해야 합니다.  근거: yopar-edge-service, 구조, ""trt_cache/"" 섹션"
s10,docs,jpeg-dct-compression,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization|jpeg-dct-compression,1,0,0,3265,154,6.38,end_turn,,"JPEG 프로젝트의 서브밴드 최적 QP 탐색은 **레이트-디스토션 비용(rate-distortion cost)**을 최소화하려고 합니다. 여기서 디스토션은 주로 MSE(mean squared error)를 의미하며, 레이트는 비트당 픽셀(bits-per-pixel)입니다.  근거:  - 레포지토리: jpeg-dct-compression - 문단 제목: JPEG / DCT Image Compression"
d11,db,rasr-region-adaptive-sr,1,,query_db,1,1,0,2,,0,0,0,4800,128,5.62,end_turn,,"초해상도 업스케일러 네 가지 중 PSNR이 가장 높은 모델은 `rasr-region-adaptive-sr` 리포지토리의 `업스케일러 UUDCNN`이며, PSNR 값은 31.1 dB입니다.  근거: metrics 테이블, ""PSNR"""
d12,db,gaps-uav-restoration,1,,query_db,1,1,0,2,,0,0,0,1799,112,4.5,end_turn,,"잡음 제거에서 기준 대비 개선 폭이 가장 큰 조건의 PSNR 값은 43.92dB이고, 이는 기준치 18.2dB에서 크게 개선된 것입니다. (gaps-uav-restoration 레포지토리, PSNR)"
d13,db,robust-image-classification,0,0.582,query_db,1,2,0,3,,0,1,0,2925,263,10.5,end_turn,생성 실패,"영상 분류에서 정확도가 가장 낮았던 값은 0.376입니다. 이 값은 'robust-image-classification' 프로젝트에서 's&p 0.50, 커스텀 픽셀 규칙 (4클래스 우연수준)' 조건 하에 측정되었습니다. <tool_call><tool_call>"
d14,db,tre-deepfake-detection,0,0.605,query_db,1,1,0,2,,0,0,0,2856,317,12.7,end_turn,생성 실패,"조건 A와 조건 C의 8종 평균 정확도는 다음과 같습니다:  - 조건 A의 8종 평균 정확도: 0.577 - 조건 C의 8종 평균 정확도: 0.625  이 값들은 각각 해당 조건 하에서 8개의 모델에 대한 평균 정확도입니다.   근거: metrics 테이블, name='accuracy' 행, condition='조건 A 잡음 재생, 8종 생성기 평균' 및 '조건 C + 두 번째 인버터, 8종 평균'"
d15,db,depth16-rgb-mapping,1,,query_db,1,1,0,2,,0,0,0,4805,236,9.95,end_turn,,"제안 매핑과 방법 2의 무손상 채널 MSE는 각각 509.0, 638.0입니다.   근거:  - 제안 매핑의 MSE: `depth16-rgb-mapping` 레포의 `MSE` 항목 중 `방법2 스펙트럼 휠, 무손상 채널` 조건에서 기준값 대비 개선된 값 (`value`) 509.0. - 방법 2의 MSE: `depth16-rgb-mapping` 레포의 `MSE` 항목 중 `방법2 스펙트럼 휠, 무손상 채널` 조건의 `value` 638.0."
d16,db,jpeg-dct-compression,1,,query_db,1,1,0,2,,0,0,0,4807,182,7.78,end_turn,,"블록 DCT JPEG에서 QP=1과 QP=20의 MSE 값은 다음과 같습니다:  - QP=1의 MSE: 17.1 - QP=20의 MSE: 255.5  근거: `jpeg-dct-compression` 레포의 `MSE` 항목 (`블록 DCT JPEG, QP=1 (6.34 bpp)` 및 `블록 DCT JPEG, QP=20 (3.15 bpp)`)."
d17,db,digital-modulation-ber,0,3.9,query_db,1,1,0,2,,0,0,0,1837,114,4.59,end_turn,생성 실패,"연판정 비터비 디코더의 부호화 이득은 QPSK에서 10.5dB이고, 16-QAM에서는 4.0dB이다.  근거: DB 결과 (metrics 테이블)"
d18,db,vanilla-rnn-fpga-quantization,1,,query_db,1,1,0,2,,0,0,0,4796,132,5.78,end_turn,,"RNN 양자화에서 float 대비 예측 일치율이 1.0인 포맷은 Q4.12 정수 데이터패스입니다.   근거: - repo: vanilla-rnn-fpga-quantization - condition: 실제 단어, Q4.12 정수 데이터패스 - value: 1.0"
d19,db,yopar-attribute-recognition,1,,query_db,1,1,0,2,,0,0,0,4792,105,4.71,end_turn,,"속성 인식 v4와 v5의 평균 정확도는 각각 0.885와 0.835입니다.   근거: metrics 테이블, ""accuracy"" 행"
d20,db,,1,,query_db,1,1,0,2,,,0,0,1741,63,2.57,end_turn,,"C++로 작성된 프로젝트는 'Algorithm-training'입니다.  (레포명: Algorithm-training, 도메인:repos.language)"
d21,db,,1,,query_db,1,1,0,2,,,0,0,1744,61,2.49,end_turn,,가장 먼저 시작한 프로젝트는 'gaps-uav-restoration'입니다. (레포명: gaps-uav-restoration)
d22,db,digital-modulation-ber,1,,query_db,1,1,0,2,,0,0,0,1773,108,4.33,end_turn,,"MATLAB로 만든 프로젝트에서 기록된 지표 이름은 다음과 같습니다: - EbNo - coding_gain - pilot_penalty  근거: metrics 테이블, 'SELECT DISTINCT name FROM metrics WHERE repo IN (SELECT name FROM repos WHERE language = 'MATLAB')' 쿼리 결과"
d23,db,,1,,query_db,1,1,0,2,,,0,0,1795,121,4.86,end_turn,,"PSNR을 기록한 프로젝트 중에서 baseline이 가장 적게 기록된 프로젝트는 'rasr-region-adaptive-sr'이며, 이 프로젝트에서는 baseline이 5번 기록되었습니다.  근거: DB 쿼리 결과 행 (`repo`, `has_baseline_count`)"
d24,db,,1,,query_db,1,1,0,3,,,0,1,2862,221,8.84,end_turn,,"accuracy가 특정 값을 넘는다는 조건이 주어졌지만, 그 특정 값(0.8)에 해당하는 직접적인 데이터는 도구로부터 반환된 결과에 명시되어 있지 않습니다. 따라서, 해당 특정 값에 대한 직접적인 답변은 제공하지 못합니다. 다만, accuracy가 높은 측정이 있는 프로젝트 목록은 다음과 같습니다:  1. robust-image-classification 2. vanilla-rnn-fpga-quantization 3. yopar-attribute-recognition  근거: DB 쿼리 결과"
d25,db,,1,,query_db,1,1,0,2,,,0,0,1749,65,2.64,end_turn,,가장 늦게 시작한 프로젝트는 'tre-deepfake-detection'입니다. (repos 테이블의 started 열 기준)
s11,docs,rasr-region-adaptive-sr,0,56K|376K,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,0,0,0,3910,684,27.53,end_turn,검색 실패,"질문에 대한 직접적인 답변을 찾는데 실패했습니다. 주어진 검색 결과는 특정 초해상도 업스케일러 프로젝트의 파라미터 수에 대한 정보를 제공하지 않습니다. 대신, 다른 프로젝트인 ""vanilla-rnn-fpga-quantization""의 다양한 부분에 대한 설명이 나와 있습니다.  특정 초해상도 업스케일러 프로젝트를 지정해주셔야 정확한 파라미터 수를 찾을 수 있습니다. 예를 들어, ""Real-ESRGAN""이나 ""ESRGAN""과 같은 프로젝트를 지정하면 해당 프로젝트의 파라미터 수에 대한 정보를 찾을 수 있을 것입니다.  만약 특정 프로젝트를 지정하실 수 있다면, 다시 검색을 진행하겠습니다. 그렇지 않다면, 일반적인 초해상도 업스케일러의 파라미터 수에 대한 정보를 찾는 데 도움이 될 수 있는 다른 방법을 찾아볼 수 있습니다.  검색된 결과는 다음과 같습니다:  - ""vanilla-rnn-fpga-quantization"" 프로젝트의 파이프라인에서 5개의 파라미터(`Wx`, `Wh`, `b`, `Wo`, `bo`)가 나옵니다. 하지만 이는 초해상도 업스케일러와 관련이 없습니다. - ""vanilla-rnn-fpga-quantization"" 프로젝트의 저장소 구조에서는 "
s12,docs,gaps-uav-restoration,0,gradient|bicubic,search_docs,1,1,0,2,gaps-uav-restoration|yopar-edge-service,1,0,0,4277,212,8.87,end_turn,생성 실패,"대역폭 제한 재구성에서 선택과 채우기의 가장 좋은 조합은 **그라디언트 선택 + 비큐빅 채우기**입니다. 이 조합은 기준선보다 256에서 6.0 dB, 512에서 3.4 dB 더 높은 성능을 보였습니다.  근거: `gaps-uav-restoration` 리포지토리의 ""2. 대역폭 제한 재구성 (PSNR, dB)"" 섹션"
s13,docs,robust-image-classification,0,Zebra|Tiger,search_docs,1,1,0,2,yopar-attribute-recognition|vanilla-rnn-fpga-quantization,0,0,0,4015,223,9.24,end_turn,검색 실패,"영상 분류에 사용된 데이터셋은 Market-1501과 PETA 데이터셋으로 이루어져 있으며, 이들 데이터셋은 성별, 상의 색, 하의 색, 소매 길이 등의 속성을 포함하고 있습니다.   근거: yopar-attribute-recognition, ""YOPAR"" 문단"
s14,docs,tre-deepfake-detection,0,63.4,query_db,0,1,0,2,,0,0,0,4845,267,11.19,end_turn,도구 선택 실패,"DB에서 'deepfake_detection' 프로젝트의 3클래스 분류기 관련 정확도 정보를 찾지 못했습니다. 그러나 'tre-deepfake-detection' 프로젝트에서 'biggan' 생성기에 대한 정확도 정보는 다음과 같이 확인할 수 있습니다:  - 조건 C, 비SD 5종(adm/biggan/glide/midjourney/vqdm): 정확도 = 0.495  따라서, 3클래스 분류기로 변경된 정확도 값은 제공된 정보로는 확인할 수 없습니다. 추가적인 정보를 얻기 위해서는 프로젝트 문서를 검색해야 할 것입니다.  근거: metrics 테이블의 'tre-deepfake-detection' 행"
s15,docs,tre-deepfake-detection,1,,search_docs,1,1,0,2,tre-deepfake-detection|agv-grid-localization,1,0,0,3255,173,7.11,end_turn,,"딥페이크 탐지에서 특징 추출은 이미지 한 장당 UNet을 2번 부른다는 점을 문서에서 찾았습니다.   근거:  - repo: tre-deepfake-detection - title: Reproducing - text: ""Feature extraction is the bottleneck: the prefix construction costs 250 UNet calls per image (~0.83 img/s per L40S at batch 48), i.e. roughly 20 GPU-hours per condition for the 160k images."""
s16,docs,depth16-rgb-mapping,0,1534,search_docs,1,1,0,2,depth16-rgb-mapping|vanilla-rnn-fpga-quantization,1,0,0,3795,216,9.01,end_turn,생성 실패,"심도 매핑에서 정규화 값에 상한을 둔 이유는 계산이 16비트 깊이 이미지를 8비트 채널 RGB로 인코딩하고 이를 다시 재구성할 때 발생하는 오버플로우를 방지하기 위함입니다. 또한, 이 작업은 `float64`로 평균을 내며, 차이가 충분히 크기 때문에 `uint16`에서의 감소는 결과가 65535에 가까워지면 조용히 상한을 설정하게 됩니다.  상한 값은 65535입니다. 이는 `uint16` 타입의 최대 값이며, 이 값이 상한으로 설정되어 있습니다.  근거: `depth16-rgb-mapping`, ""3. Results"" 문단"
s17,docs,depth16-rgb-mapping,0,70%,query_db,0,1,0,2,,0,0,0,4834,174,7.47,end_turn,도구 선택 실패,"문서에서 `clip_rate` 지표를 찾아보니, 스펙트럼 휠 방식이 잡음에 무너질 때 픽셀의 손상 비율이 12.4%로 나타났습니다.  근거: vanilla-rnn-fpga-quantization, clip_rate, Q1.15에서 Wx가 [-1,1) 밖으로 나가는 비율"
s18,docs,jpeg-dct-compression,0,unary,search_docs,1,1,0,2,digital-modulation-ber|vanilla-rnn-fpga-quantization,0,0,0,4021,221,9.22,end_turn,검색 실패,"JPEG 프로젝트에서는 엔트로피 부코더로 Huffman 부코더를 사용했다. 그러나 주어진 결과들에서 직접적으로 언급된 내용은 없다. 다른 정보를 찾아보면 다음과 같은 내용이 나온다:  ``` info bits -> [conv. encoder] -> symbol mapping -> [pilot insertion]           -> fading + noise -> channel estimation -> compensation           -> demapping / LLRs -> [Viterbi] -> error count ```  이 문장은 JPEG 프로젝트와 관련이 없지만, 일반적인 디지털 통신 시스템의 파이프라인을 보여주고 있다. 따라서 엔트로피 부코더에 대한 정보를 찾기 위해서는 다른 문서나 더 구체적인 검색이 필요할 것으로 보인다.  근거: Digital Modulation BER Analysis, 1. Overview"
s19,docs,digital-modulation-ber,0,3.96e-3|2.81e-3,search_docs,1,1,0,2,digital-modulation-ber,1,0,0,4487,288,11.96,end_turn,생성 실패,"레일리 페이딩에서 인터리빙 없이 부호화하지 않고 20dB에서 BER은 다음과 같이 나타납니다:  - QPSK의 경우, BER `1e-2`를 달성하기 위해 필요한 Eb/No는 13.8dB입니다. - 16-QAM의 경우, BER `1e-2`를 달성하기 위해 필요한 Eb/No는 16.9dB입니다.  따라서, 20dB에서는 QPSK와 16-QAM 모두 BER `1e-2` 미만을 달성할 수 있습니다. 하지만, 더 정확한 BER 값을 얻기 위해서는 시뮬레이션 그래프나 추가적인 데이터가 필요할 수 있습니다.  근거: digital-modulation-ber, 3.1 Uncoded, perfect CSI"
s20,docs,digital-modulation-ber,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization|digital-modulation-ber,1,0,0,3489,195,8.0,end_turn,,"사용한 코딩 부호의 생성 다항식은 다음과 같습니다:  - 생성 다항식은 `poly2trellis(7,[171 133])`로 표현됩니다.  이 정보는 ""digital-modulation-ber"" 리포지토리의 ""Overview"" 섹션에서 찾았습니다."
s21,docs,vanilla-rnn-fpga-quantization,0,0.5865|0.6587,,0,0,0,1,,0,0,0,857,54,2.17,end_turn,도구 미사용," iNdEx {""name"": ""query_db"", ""arguments"": {""sql"": ""SELECT condition, value FROM metrics WHERE name='accuracy' AND condition LIKE '%loss causes off%' OR condition LIKE '%loss causes off%' ORDER BY condition""} }	iVariableExecutionContext = {}"
s22,docs,vanilla-rnn-fpga-quantization,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,1,0,0,5358,280,11.88,end_turn,,"`Wx` 텐서가 다른 텐서들보다 넓은 범위를 필요로 하는 이유는 실제 범위(absmax)가 크기 때문입니다. `weight_ranges.csv` 파일에 따르면, `Wx`의 absmax는 5.3176으로, 이는 다른 텐서들보다 훨씬 큽니다. 따라서 `Wx`는 Q4.12 포맷이 필요하며, 이는 `Wx`의 absmax가 Q3.13(±4)로는 부족하고 Q4.12(±8)가 이 모델에서 필요한 최소 정수부 폭이라는 것을 의미합니다.  이렇게 `Wx`만 넓은 포맷이 필요한 이유는 다른 텐서들보다 큰 범위를 가지기 때문이며, 이를 위해 Q4.12 포맷이 요구됩니다.  근거: vanilla-rnn-fpga-quantization, 3. 텐서별 혼합 포맷; vanilla-rnn-fpga-quantization, 1. 균일 포맷 스윕"
s23,docs,yopar-attribute-recognition,1,,search_docs,1,1,0,2,yopar-attribute-recognition|yopar-edge-service,1,0,0,3732,101,4.36,end_turn,,"v5는 증강이 과해 파란색과 무채색을 혼동하는 경우가 늘어 채택하지 않았다.   근거: yopar-attribute-recognition/모델 비교 (test 15장, 남9/여6)"
s24,docs,yopar-edge-service,1,,search_docs,1,1,0,2,yopar-edge-service|yopar-attribute-recognition,1,0,0,3431,225,9.23,end_turn,,"엣지 서비스가 사건의 `searchStart`와 `searchEnd`를 매칭에 사용하지 않는 이유는 이러한 시간 창은 녹화 영상 처리 시스템용 정보이기 때문입니다. 실제로 매칭 작업은 서버에서 제공되는 검색 대상 정보를 기반으로 이루어지고, `searchStart`와 `searchEnd`는 단순히 수신만 되며 매칭 과정에는 사용되지 않습니다.   이 정보는 녹화 영상 처리 시스템에서 사용되며, 사건이 활성 상태인지 여부는 `search-targets` 목록에 존재하고 해당 카메라에 배정되어 있는지로 판단됩니다.  근거: yopar-edge-service, 참고"
s25,docs,agv-grid-localization,0,383,,0,0,0,0,,0,0,0,0,0,0.0,harness_error,도구 미사용,"HARNESS_ERROR: RuntimeError: 400 {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 2048 output tokens and your prompt contains at least 6145 input tokens, for a total of at least 8193 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6145)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}"
