id,route,gold,correct,missing,first_tool,tool_ok,n_calls,n_errors,turns,retrieved,recall3,recovered,verifier,in_tok,out_tok,latency_s,stop_reason,failure,answer
s4,docs,vanilla-rnn-fpga-quantization,0,포화,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,1,0,0,3932,396,16.2,end_turn,생성 실패,"Q1.15에서 정확도가 떨어진 원인은 다음과 같다:  1. **합성 가중치와 달리 실데이터 가중치는 Q1.15에 전부 들어가지 않음**: 실데이터 가중치의 경우, `Wx` 값의 38.8%가 `[-1, 1)` 범위를 벗어나 양자화 시점에 ±1로 클리핑되어 약 4.8%p의 정확도 손실이 발생했다 ([실제 단어 리스트](#실제-단어-리스트)).     2. **표 크기를 결정하는 것은 자르는 지점이지 샘플 간격이 아님**: `sat=4`에서 `step`을 1 → 256으로 256배 성기게 해도 오차가 22 LSB로 동일하다. 이는 오차가 전부 자르기에서 오기 때문이며, 마지막 행이 잘라내기의 위험을 보여주는데, 같은 66 엔트리라도 `|z| ≥ 1`에서 자르면 일치율이 0.8788로 무너지는 것을 볼 수 있다 ([표 크기 대 예측 정확도](#표-크기-대-예측-정확도)).  근거:  - [실제 단어 리스트](#실제-단어-리스트) - [표 크기 대 예측 정확도](#표-크기-대-예측-정확도)"
s5,docs,vanilla-rnn-fpga-quantization,0,66,query_db,0,2,0,2,,0,0,0,1862,187,7.46,end_turn,도구 선택 실패,"FPGA에서 tanh 함수는 효율적인 하드웨어 자원 사용과 속도를 위해 룩업 테이블(LUT) 방식으로 구현했습니다.  최종 표는 63개의 엔트리로 구성되어 있습니다. 근거: metrics 테이블의 엔트리 수, SQL 결과 행"
s6,docs,depth16-rgb-mapping,0,6/6/4,,0,0,0,0,,0,0,0,0,0,0.0,harness_error,도구 미사용,"HARNESS_ERROR: RuntimeError: 400 {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 2048 output tokens and your prompt contains at least 6145 input tokens, for a total of at least 8193 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6145)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}"
s7,docs,robust-image-classification,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization|robust-image-classification,1,0,0,4676,182,7.75,end_turn,,salt-and-pepper 노이즈 비율이 0.5일 때 모든 복구 방법이 비슷해지는 이유는 이미지가 노이즈로 완전히 혼란스러워지기 때문입니다. 이 상태에서는 깨끗한 이미지와 통계적으로 독립적이 되어 각 클래스의 평균 재현율이 무작위 추측 수준(약 0.24-0.25)에 도달하게 됩니다. 따라서 모든 복구 방법이 동일한 성능을 보이는 것입니다.  근거: robust-image-classification/Results
s8,docs,agv-grid-localization,0,170,search_docs,1,1,0,2,agv-grid-localization|digital-modulation-ber,1,0,0,3100,197,8.05,end_turn,생성 실패,"작업대를 찾는 방법은 이미지의 가장 밝은 윤곽 중 가장 큰 것을 플레이트로 인식하고, 그 네 꼭짓점을 정렬하여 시점 보정된 8x8 격자를 그리는 방식을 사용합니다. (`src/preprocessing.py`, `src/plate_detection.py`, `src/grid.py`). 그러나 이 방법은 플레이트 감지가 임계값 기반이라는 한계가 있어 다른 조명 환경에서는 다시 튜닝이 필요할 수 있습니다. 또한, 플레이트 윤곽이 발견되지 않으면 셀 인덱스 없이 감지 결과가 보고될 수 있습니다.  근거: agv-grid-localization, Notes"
s9,docs,yopar-edge-service,1,,search_docs,1,1,0,2,yopar-edge-service|agv-grid-localization,1,0,0,3311,193,7.93,end_turn,,"TensorRT 엔진 캐시를 git에 커밋하지 않는 이유는 각 기기에 맞게 컴파일된 엔진이기 때문에 다른 기기에서는 사용할 수 없다는 점 때문입니다. 따라서 각 기기에서 `prepare.py` 스크립트를 통해 자체적으로 엔진을 빌드하도록 합니다.  근거: yopar-edge-service 레포지토리의 ""구조"" 섹션"
s10,docs,jpeg-dct-compression,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization|jpeg-dct-compression,1,0,0,3265,154,6.37,end_turn,,"JPEG 프로젝트의 서브밴드 최적 QP 탐색은 **레이트-디스토션 비용(rate-distortion cost)**을 최소화하려고 합니다. 여기서 디스토션은 주로 MSE(mean squared error)를 의미하며, 레이트는 비트당 픽셀(bits-per-pixel)입니다.  근거:  - 레포지토리: jpeg-dct-compression - 문단 제목: JPEG / DCT Image Compression"
d11,db,rasr-region-adaptive-sr,1,,query_db,1,1,0,2,,0,0,0,4800,128,5.62,end_turn,,"초해상도 업스케일러 네 가지 중 PSNR이 가장 높은 모델은 `rasr-region-adaptive-sr` 리포지토리의 `업스케일러 UUDCNN`이며, PSNR 값은 31.1 dB입니다.  근거: metrics 테이블, ""PSNR"""
d12,db,gaps-uav-restoration,1,,query_db,1,1,0,2,,0,0,0,1799,112,4.48,end_turn,,"잡음 제거에서 기준 대비 개선 폭이 가장 큰 조건의 PSNR 값은 43.92dB이고, 이는 기준치 18.2dB에서 크게 개선된 것입니다. (gaps-uav-restoration 레포지토리, PSNR)"
d13,db,robust-image-classification,0,0.582,query_db,1,2,0,3,,0,1,0,2925,263,10.5,end_turn,생성 실패,"영상 분류에서 정확도가 가장 낮았던 값은 0.376입니다. 이 값은 'robust-image-classification' 프로젝트에서 's&p 0.50, 커스텀 픽셀 규칙 (4클래스 우연수준)' 조건 하에 측정되었습니다. <tool_call><tool_call>"
d14,db,tre-deepfake-detection,0,0.605,query_db,1,1,0,2,,0,0,0,2856,317,12.72,end_turn,생성 실패,"조건 A와 조건 C의 8종 평균 정확도는 다음과 같습니다:  - 조건 A의 8종 평균 정확도: 0.577 - 조건 C의 8종 평균 정확도: 0.625  이 값들은 각각 해당 조건 하에서 8개의 모델에 대한 평균 정확도입니다.   근거: metrics 테이블, name='accuracy' 행, condition='조건 A 잡음 재생, 8종 생성기 평균' 및 '조건 C + 두 번째 인버터, 8종 평균'"
d15,db,depth16-rgb-mapping,1,,query_db,1,1,0,2,,0,0,0,4805,236,9.95,end_turn,,"제안 매핑과 방법 2의 무손상 채널 MSE는 각각 509.0, 638.0입니다.   근거:  - 제안 매핑의 MSE: `depth16-rgb-mapping` 레포의 `MSE` 항목 중 `방법2 스펙트럼 휠, 무손상 채널` 조건에서 기준값 대비 개선된 값 (`value`) 509.0. - 방법 2의 MSE: `depth16-rgb-mapping` 레포의 `MSE` 항목 중 `방법2 스펙트럼 휠, 무손상 채널` 조건의 `value` 638.0."
d16,db,jpeg-dct-compression,1,,query_db,1,1,0,2,,0,0,0,4807,182,7.78,end_turn,,"블록 DCT JPEG에서 QP=1과 QP=20의 MSE 값은 다음과 같습니다:  - QP=1의 MSE: 17.1 - QP=20의 MSE: 255.5  근거: `jpeg-dct-compression` 레포의 `MSE` 항목 (`블록 DCT JPEG, QP=1 (6.34 bpp)` 및 `블록 DCT JPEG, QP=20 (3.15 bpp)`)."
d17,db,digital-modulation-ber,0,3.9,query_db,1,1,0,2,,0,0,0,1837,114,4.58,end_turn,생성 실패,"연판정 비터비 디코더의 부호화 이득은 QPSK에서 10.5dB이고, 16-QAM에서는 4.0dB이다.  근거: DB 결과 (metrics 테이블)"
d18,db,vanilla-rnn-fpga-quantization,1,,query_db,1,1,0,2,,0,0,0,4796,132,5.78,end_turn,,"RNN 양자화에서 float 대비 예측 일치율이 1.0인 포맷은 Q4.12 정수 데이터패스입니다.   근거: - repo: vanilla-rnn-fpga-quantization - condition: 실제 단어, Q4.12 정수 데이터패스 - value: 1.0"
d19,db,yopar-attribute-recognition,1,,query_db,1,1,0,2,,0,0,0,4792,105,4.69,end_turn,,"속성 인식 v4와 v5의 평균 정확도는 각각 0.885와 0.835입니다.   근거: metrics 테이블, ""accuracy"" 행"
d20,db,,1,,query_db,1,1,0,2,,,0,0,1741,63,2.57,end_turn,,"C++로 작성된 프로젝트는 'Algorithm-training'입니다.  (레포명: Algorithm-training, 도메인:repos.language)"
d21,db,,1,,query_db,1,1,0,2,,,0,0,1744,61,2.48,end_turn,,가장 먼저 시작한 프로젝트는 'gaps-uav-restoration'입니다. (레포명: gaps-uav-restoration)
d22,db,digital-modulation-ber,1,,query_db,1,1,0,2,,0,0,0,1773,108,4.34,end_turn,,"MATLAB로 만든 프로젝트에서 기록된 지표 이름은 다음과 같습니다: - EbNo - coding_gain - pilot_penalty  근거: metrics 테이블, 'SELECT DISTINCT name FROM metrics WHERE repo IN (SELECT name FROM repos WHERE language = 'MATLAB')' 쿼리 결과"
d23,db,,1,,query_db,1,1,0,2,,,0,0,1795,121,4.85,end_turn,,"PSNR을 기록한 프로젝트 중에서 baseline이 가장 적게 기록된 프로젝트는 'rasr-region-adaptive-sr'이며, 이 프로젝트에서는 baseline이 5번 기록되었습니다.  근거: DB 쿼리 결과 행 (`repo`, `has_baseline_count`)"
d24,db,,1,,query_db,1,1,0,3,,,0,1,2862,221,8.84,end_turn,,"accuracy가 특정 값을 넘는다는 조건이 주어졌지만, 그 특정 값(0.8)에 해당하는 직접적인 데이터는 도구로부터 반환된 결과에 명시되어 있지 않습니다. 따라서, 해당 특정 값에 대한 직접적인 답변은 제공하지 못합니다. 다만, accuracy가 높은 측정이 있는 프로젝트 목록은 다음과 같습니다:  1. robust-image-classification 2. vanilla-rnn-fpga-quantization 3. yopar-attribute-recognition  근거: DB 쿼리 결과"
d25,db,,1,,query_db,1,1,0,2,,,0,0,1749,65,2.64,end_turn,,가장 늦게 시작한 프로젝트는 'tre-deepfake-detection'입니다. (repos 테이블의 started 열 기준)
s11,docs,rasr-region-adaptive-sr,0,56K|376K,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,0,0,0,3888,999,40.14,end_turn,검색 실패,"질문에서 특정 초해상도 업스케일러 프로젝트를 지정하지 않았기 때문에, 일반적인 정보를 제공하기 어렵습니다. 검색 결과는 주로 RNN 모델의 파라미터 수에 관한 내용이었으며, 초해상도 업스케일러 프로젝트에 대한 정보는 찾을 수 없었습니다.  따라서, 특정 초해상도 업스케일러 프로젝트를 지정해주셔야 정확한 답변을 드릴 수 있습니다. 예를 들어, ""Real-ESRGAN"" 프로젝트의 파라미터 수를 알고 싶다면, 해당 프로젝트의 이름을 명시적으로 제공해주시면 됩니다.  검색 결과: ``` {   ""repo"": ""vanilla-rnn-fpga-quantization"",   ""title"": ""파이프라인"",   ""text"": ""```\ntrain  ──▶  export CSV  ──▶  quantize to Q1.15  ──▶  C header (.h)\n(.pth)      (per-tensor)     (int16)                (const int16_t arrays)\n```\n\n1. **Train** — RNN을 학습하고 PyTorch `state_dict`(`.pth`)로 저장.\n2. **Export** — 5개 파라미터(`Wx`, `Wh`, `"
s12,docs,gaps-uav-restoration,0,gradient|bicubic,search_docs,1,1,0,2,gaps-uav-restoration|yopar-edge-service,1,0,0,4277,212,8.87,end_turn,생성 실패,"대역폭 제한 재구성에서 선택과 채우기의 가장 좋은 조합은 **그라디언트 선택 + 비큐빅 채우기**입니다. 이 조합은 기준선보다 256에서 6.0 dB, 512에서 3.4 dB 더 높은 성능을 보였습니다.  근거: `gaps-uav-restoration` 리포지토리의 ""2. 대역폭 제한 재구성 (PSNR, dB)"" 섹션"
s13,docs,robust-image-classification,0,Zebra|Tiger,search_docs,1,1,0,2,yopar-attribute-recognition|vanilla-rnn-fpga-quantization,0,0,0,4015,221,9.14,end_turn,검색 실패,"영상 분류에 사용된 데이터셋은 Market-1501과 PETA 데이터셋으로 이루어져 있으며, 이들 데이터셋은 성별, 상의 색, 하의 색, 소매 길이 등의 속성을 포함하고 있습니다.   근거: yopar-attribute-recognition, ""YOPAR"""
s14,docs,tre-deepfake-detection,0,63.4,query_db,0,1,0,2,,0,0,0,4845,267,11.18,end_turn,도구 선택 실패,"DB에서 'deepfake_detection' 프로젝트의 3클래스 분류기 관련 정확도 정보를 찾지 못했습니다. 그러나 'tre-deepfake-detection' 프로젝트에서 'biggan' 생성기에 대한 정확도 정보는 다음과 같이 확인할 수 있습니다:  - 조건 C, 비SD 5종(adm/biggan/glide/midjourney/vqdm): 정확도 = 0.495  따라서, 3클래스 분류기로 변경된 정확도 값은 제공된 정보로는 확인할 수 없습니다. 추가적인 정보를 얻기 위해서는 프로젝트 문서를 검색해야 할 것입니다.  근거: metrics 테이블의 'tre-deepfake-detection' 행"
s15,docs,tre-deepfake-detection,1,,search_docs,1,1,0,2,tre-deepfake-detection|agv-grid-localization,1,0,0,2937,223,9.06,end_turn,,"딥페이크 탐지에서 특징 추출은 이미지 한 장당 UNet을 2번 부른다는 내용은 명시적으로 나와있지 않지만, 특징 추출 과정에서 UNet이 250번 호출된다는 정보가 있습니다. 여기서는 ""prefix construction costs 250 UNet calls per image""라고 언급되어 있어, 이는 이미지 한 장당 UNet을 250번 호출한다는 의미입니다. 하지만 질문의 정확한 답변을 위해 ""2번""이라는 정확한 숫자를 찾아내지 못했습니다. 따라서 원하시는 정확한 정보를 제공하기 위해서는 더 자세한 문서 검색이 필요할 수 있습니다.  근거: tre-deepfake-detection, Reproducing"
s16,docs,depth16-rgb-mapping,0,1534,search_docs,1,1,0,2,depth16-rgb-mapping,1,0,0,3873,245,10.17,end_turn,생성 실패,"심도 매핑에서 정규화 값에 상한을 둔 이유는 **Method 2 - spectral wheel** 방식에서 발생하는 재구성 오류의 특성을 고려하기 위함입니다. 이 방법은 각 색상 세그먼트를 정확하게 매칭하여 복원하는데, 작은 오차라도 발생하면 픽셀이 모든 세그먼트에서 벗어나 0으로 재구성되며, 이로 인해 MSE가 매우 높아집니다. 따라서 정규화를 통해 오차의 영향을 최소화하려는 목적입니다.  정규화 값의 상한은 **1535**로 설정되었습니다. 이는 각 색상 세그먼트가 256개의 폭을 가지도록 하여 전체 범위를 1536개의 레벨로 나누어 주는 것입니다.  근거: `depth16-rgb-mapping`, ""1. Overview"""
s17,docs,depth16-rgb-mapping,0,70%,query_db,0,1,0,2,,0,0,0,4834,174,7.46,end_turn,도구 선택 실패,"문서에서 `clip_rate` 지표를 찾아보니, 스펙트럼 휠 방식이 잡음에 무너질 때 픽셀의 손상 비율이 12.4%로 나타났습니다.  근거: vanilla-rnn-fpga-quantization, clip_rate, Q1.15에서 Wx가 [-1,1) 밖으로 나가는 비율"
s18,docs,jpeg-dct-compression,1,,search_docs,1,1,0,2,digital-modulation-ber,0,0,0,5021,147,6.43,end_turn,,"JPEG 프로젝트에서 엔트로피 부호화로 Unary 코딩을 사용하였으나, 이는 최적의 엔트로피 부호가 아니며 비트율 추정을 위한 코드 길이 총합만 사용되었다고 한다.  근거: `jpeg-dct-compression` 리포지토리의 `Notes` 섹션, ""Unary coding here is a simple variable-length scheme, not an optimal entropy coder; its total code length is used only as a bit-rate estimate."""
s19,docs,digital-modulation-ber,0,3.96e-3|2.81e-3,search_docs,1,1,0,2,digital-modulation-ber,1,0,0,4487,288,11.97,end_turn,생성 실패,"레일리 페이딩에서 인터리빙 없이 부호화하지 않고 20dB에서 BER은 다음과 같이 나타납니다:  - QPSK의 경우, BER `1e-2`를 달성하기 위해 필요한 Eb/No는 13.8dB입니다. - 16-QAM의 경우, BER `1e-2`를 달성하기 위해 필요한 Eb/No는 16.9dB입니다.  따라서, 20dB에서는 QPSK와 16-QAM 모두 BER `1e-2` 미만을 달성할 수 있습니다. 하지만, 더 정확한 BER 값을 얻기 위해서는 시뮬레이션 그래프나 추가적인 데이터가 필요할 수 있습니다.  근거: digital-modulation-ber, 3.1 Uncoded, perfect CSI"
s20,docs,digital-modulation-ber,0,171|133,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,0,0,0,3786,247,10.15,end_turn,검색 실패,"검색 결과에서 사용한 부호의 생성 다항식에 대한 직접적인 정보는 나오지 않았습니다. 그러나 프로젝트에서 사용된 가중치 파일 중 하나인 `rnn_weights_q15.h`가 생성되었음을 알 수 있습니다. 이 파일은 Q1.15 형식의 가중치를 담고 있으며, 이는 부호의 일부일 가능성이 있습니다. 하지만 생성 다항식에 대한 명확한 정보는 없습니다.  레포명: vanilla-rnn-fpga-quantization 문단 제목: 파이프라인"
s21,docs,vanilla-rnn-fpga-quantization,0,0.5865|0.6587,,0,0,0,1,,0,0,0,857,54,2.16,end_turn,도구 미사용," iNdEx {""name"": ""query_db"", ""arguments"": {""sql"": ""SELECT condition, value FROM metrics WHERE name='accuracy' AND condition LIKE '%loss causes off%' OR condition LIKE '%loss causes off%' ORDER BY condition""} }	iVariableExecutionContext = {}"
s22,docs,vanilla-rnn-fpga-quantization,1,,search_docs,1,1,0,2,vanilla-rnn-fpga-quantization,1,0,0,5356,291,12.34,end_turn,,"`Wx` 텐서만 넓은 포맷이 필요한 이유는 다른 텐서들보다 훨씬 큰 범위를 가지기 때문입니다. `weight_ranges.csv` 파일에 따르면, `Wx`의 absolute max 값은 5.3176으로, 이는 다른 텐서들보다 훨씬 큽니다. 따라서 `Wx`는 Q4.12 포맷이 필요하며, 이는 다른 텐서들에서 정수부 2~3비트를 낭비하지 않도록 합니다.  이러한 혼합 포맷은 정확도 면에서는 균일 Q4.12로 충분하지만, `Wh`, `b`, `Wo`, `h`에 소수부 2~3비트를 더 남겨두는 가치가 있습니다. 이렇게 함으로써 총 워드 폭을 16비트 아래로 줄이는 후속 실험에서 사용할 수 있는 여유를 갖게 됩니다.  근거: vanilla-rnn-fpga-quantization, 3. 텐서별 혼합 포맷"
s23,docs,yopar-attribute-recognition,1,,search_docs,1,1,0,2,yopar-attribute-recognition|yopar-edge-service,1,0,0,3731,101,4.37,end_turn,,"v5는 증강이 과해 파란색과 무채색을 혼동하는 경우가 늘어 채택하지 않았다.   근거: yopar-attribute-recognition/모델 비교 (test 15장, 남9/여6)"
s24,docs,yopar-edge-service,1,,search_docs,1,1,0,2,yopar-edge-service|yopar-attribute-recognition,1,0,0,3430,227,9.3,end_turn,,"엣지 서비스가 사건의 `searchStart`와 `searchEnd`를 매칭에 사용하지 않는 이유는 이러한 시간 창은 녹화 영상 처리 시스템용 정보이기 때문입니다. 실제로 매칭 작업은 `search-targets` 목록에 있는 사건이 카메라에 배정되어 있는지 여부로 판단됩니다.   근거: [yopar-edge-service](https://github.com/orgName/yopar-edge-service) 레포지토리의 ""참고"" 섹션, ""사건의 `searchStart`/`searchEnd`는 받기만 하고 매칭에 쓰지 않는다 — 그 시간창은 녹화영상 처리 시스템용 정보다."""
s25,docs,agv-grid-localization,0,383|40,query_db,0,2,0,3,agv-grid-localization|yopar-attribute-recognition|vanilla-rnn-fpga-quantization,1,0,0,10604,309,13.18,end_turn,도구 선택 실패,"데이터베이스와 프로젝트 문서를 모두 확인하였으나, AGV 격자 위치 추정에 사용된 두 데이터셋의 이미지 장수에 대한 명시적인 정보는 찾을 수 없습니다. 더 자세한 정보를 얻기 위해서는 해당 프로젝트의 README나 다른 문서를 직접 참조해야 할 것입니다.   근거: agv-grid-localization 레포의 Object Localization 섹션"
